Sítio,Coleta,Setor,Nível,Técnica de transformação,Matériaprima,Classe artefatual,Estado de preservação,Tipo de córtex,Tipo de lascas,Talão,Preparação,Canto ventral,Forma do bulbo,Número de cicatrizes,Direção das cicatrizes,Perfil,Tipo de núcleo,Tipo de plataforma de percussão,Tipo de instrumento,Base de modificação primária,Tipo de modificação,Extensão,Posição,Morfologia,Delineamento,Ângulo,Localização,Repartição,Padrão de ocorrência,Marcas de uso,Direção microlascamentos
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Completo,Seixo,Lasca cortical,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,5 (40 - 50),Unipolar,Silexito,Instrumento,Fragmentado,Inexistente,,,,,,,,,,,Bifacial,Indeterminado,Retoque,Invasor irregular,Bifacial,Indeterminada,Retilíneo,Rasante (0 - 20),Todo o contorno bifacial,Parcial,Contínuo,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Pronunciado,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de debitagem,Diedro,Sem preparação,Sem lábio,Difuso,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,3,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de formatação,Linear,Sem preparação,Sem lábio,Difuso,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de debitagem,Diedro,Sem preparação,Sem lábio,Difuso,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,3,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,1,Uma cicatriz,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de debitagem,Liso,Sem preparação,Com lábio,Pronunciado,2,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,4 ou +,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de formatação,Linear,Sem preparação,Sem lábio,Pronunciado,4 ou +,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de formatação,Linear,Sem preparação,Sem lábio,Difuso,2,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de formatação,Linear,Sem preparação,Sem lábio,Difuso,3,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de formatação,Linear,Sem preparação,Sem lábio,Pronunciado,1,Uma cicatriz,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de formatação,Linear,Sem preparação,Sem lábio,Difuso,1,Uma cicatriz,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Indeterminado,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,3,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,6 (50 - 60),Indeterminada,Indeterminada,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Proximal/Mesial,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Pronunciado,3,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Linear,Com preparação,Com lábio,Difuso,3,Paralela,Curvo,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,2,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Linear,Com preparação,Sem lábio,Pronunciado,4 ou +,Ortogonal,Curvo,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Puntiforme,Com preparação,Sem lábio,Pronunciado,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Diedro,Com preparação,Com lábio,Pronunciado,3,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Completo,Plaqueta,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,3,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Pronunciado,3,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,3,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Bipolar,Silexito,Lasca,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Bipolar,Silexito,Lasca,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Bipolar,Silexito,Lasca,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Bipolar,Silexito,Lasca,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Detrito,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,7 (60 - 70),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,3,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Diedro,Sem preparação,Sem lábio,Difuso,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Linear,Sem preparação,Sem lábio,Difuso,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Pronunciado,3,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Bipolar,Silexito,Lasca,Completo,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Bipolar,Silexito,Lasca,Completo,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Bipolar,Silexito,Lasca,Completo,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Bipolar,Silexito,Lasca,Completo,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
